20151209034853,2152,100
20151221075835,2576,0
20151221185527,2583,0
20151225054714,2676,0
20151225222136,2688,0
20151227224916,2731,0
20151229040848,2782,0
20151230015718,2805,0
20151231001632,2841,0
20151231020941,2844,0
20161201040233,311766,18809
20161201150555,313327,13031
20161202002025,313953,5200
20161202071438,314421,6295
20161202111231,314510,3678
20161202143749,314642,11290
20161202200150,314893,12460
20161203041207,315181,10380
20161203071438,315316,7817
20161203111717,315425,4174
20161204000030,315761,10588
20161204123247,316117,3357
20161204173458,316214,10048
20161204211921,316232,9480
20161205093730,316,3
20161205125135,316472,5152
20161205165953,316539,11225
20161205214053,316576,10719
20161206003156,316618,12426
20161206014933,316658,11812
20161206172511,316977,13026
20161206234319,317354,12313
20161207152145,317903,13137
20161208121142,318457,4555
20161208194228,318662,10081
20161208235714,318779,11464
20161209131444,319035,5797
20161209233059,319368,11246
20161211012449,319790,9751
20161211060545,319918,6627
20161211072752,319945,6966
20161212000046,320263,8252
20161213000030,320779,8833
20161213045612,320910,7319
20161213133528,321022,5823
20161213172315,321142,10891
20161214000202,321319,9258
20161214152440,321574,7560
20161215010840,321827,8406
20161215153615,322122,7866
20161216000043,322350,9249
20161216054839,322493,8456
20161216091047,322550,4232
20161216151050,322663,10767
20161217000014,322850,13767
20161217063014,322,5
20161217121854,322954,0
20161218033147,323134,6953
20161218143608,323204,5364
20161219004203,323283,7100
20161219072346,323411,6529
20161219093213,323427,4001
20161219122310,323463,4705
20161219151528,323510,8623
20161219193844,323598,11112
20161219201434,323621,12313
20161219210453,323676,14106
20161219220931,323702,14869
20161219230904,323753,14290
20161220002707,323805,11402
20161220023415,323890,10657
20161220031601,323912,10524
20161220060041,323995,6968
20161220073527,324038,5266
20161220081652,324065,4781
20161220102350,324097,3638
20161220131109,324149,5933
20161220182422,324252,9331
20161220213254,324301,9024
20161221000158,324369,8594
20161221064215,324536,6826
20161221104025,324595,3243
20161221123713,324615,4666
20161221131612,324619,5348
20161221143257,324619,6642
20161221160638,324648,7830
20161221180138,324665,9288
20161221192525,324688,11578
20161221211640,324734,11282
20161221221416,324751,9686
20161221230759,324772,9784
20161222012437,324815,8888
20161222020617,324830,10535
20161222033005,324887,9151
20161222061356,324936,6117
20161222073616,324951,4357
20161222081843,324959,3716
20161222090107,324961,3228
20161222110419,324971,2745
20161222122444,324985,3745
20161222142039,324996,5598
20161222160008,325017,7222
20161222180232,325036,8260
20161222200737,325064,8458
20161222211302,325088,8974
20161222222929,325114,7879
20161223010605,325175,7501
20161223030848,325264,8212
20161223042803,325319,7767
20161223070936,325360,5463
20161223083022,325385,4678
20161223103405,325417,3732
20161223140033,325456,5245
20161223160235,325515,7283
20161223181224,325552,8514
20161223201745,325593,8900
20161223210245,325615,8633
20161223225011,325635,7633
20161223233955,325650,7008
20161224003119,325662,7123
20161224031326,325690,7432
20161224040119,325706,7242
20161224080144,325779,4259
20161224090431,325777,3477
20161224112719,325785,2809
20161224131020,325799,3661
20161224160327,325838,6335
20161224192721,325879,9092
20161224232900,325947,6725
20161225000824,325957,6511
20161225041328,325995,7517
20161225061732,326036,7299
20161225090048,326064,4345
20161225102913,326074,3475
20161225111306,326072,3358
20161225132117,326091,4169
20161225140357,326109,4340
20161225153105,326101,5054
20161225183407,326127,6784
20161225191550,326131,6124
20161225203952,326140,6002
20161225212153,326145,5909
20161226040441,326183,6254
20161226070928,326202,4728
20161226083155,326202,3547
20161226091348,326209,3286
20161226132245,326229,3482
20161226194135,326258,7145
20161226210358,326258,6521
20161227002956,326296,6282
20161227011226,326291,6025
20161227023003,326306,6379
20161227142425,326385,4430
20161227163249,326385,7239
20161227171244,326399,7492
20161227203218,326456,7145
20161228033424,326472,6370
20161228041231,326483,6428
20161228052948,326506,5410
20161228072416,326515,4166
20161228080222,326517,3695
20161228131538,326550,4726
20161228182223,326595,7222
20161228190045,326609,7102
20161229040759,326701,6002
20161229052325,326709,5407
20161229060039,326721,4970
20161229082948,326701,3195
20161229101935,326697,2624
20161229121034,326705,2936
20161229132355,326690,3937
20161229140223,326690,4527
20161229202107,326748,8276
20161229210304,326756,7901
20161230004442,326802,7208
20161230013106,326803,7330
20161230030351,326835,7017
20161230044304,326874,6147
20161230052849,326897,5785
20161230061511,326910,5168
20161230100742,326926,2500
20161230114135,326952,2555
20161230131724,326969,3854
20161230211649,327086,6656
20161231001416,327096,6508
20161231043624,327186,5371
20161231052110,327203,5129
20161231082534,327231,3331
20161231091231,327245,2913
20161231103820,327261,2412
20161231112231,327265,2463
20161231120554,327265,2512
20161231133702,327283,3552
20161231142746,327281,4420
20161231182639,327331,7783
20161231213234,327369,6720
20161231231249,327373,6206
20171202090647,535669,9055
20171202100210,535690,7934
20171203120653,536102,6083
20171205021232,536605,15421
20171205132438,536745,10681
20171205172023,536860,16826
20171207113006,537620,6639
20171209010313,538205,13551
20171210020527,538488,13900
20171211000220,538681,11841
20171211150127,538830,16514
20171212061745,539134,10652
20171213080503,540583,18812
20171214030515,541004,17721
20171214060244,541004,15383
20171214120042,541048,8098
20171214141738,541030,12691
20171215040611,541497,15696
20171215091438,541565,7140
20171216050419,541845,10967
20171216111226,541843,6287
20171218031337,542296,18194
20171218120440,542351,12782
20171219131450,542558,10183
20171219230822,542,13
20171220201541,542968,15136
20171221001001,543054,14359
20171221092851,543260,6301
20171221131617,543331,9894
20171222010104,543575,12545
20171222200100,543830,13380
20171223030752,543897,11891
20171223152937,544067,9946
20171223191623,544088,11668
20171224002437,544179,10610
20171224151144,544372,9561
20171225130309,544467,7566
20171226030242,544550,11037
20171227001636,544812,11740
